ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60602,48,11/28/2021,12/04/2021,4,148,322,11897.1,379,6958,30466,559324.8,0.0,0.0,0,3,0.0,241.2,1244,60602-2021-48,POINT (-87.628309 41.883136)
60602,5,01/31/2021,02/06/2021,1,86,80,6913.2,47,1803,3778,144935.7,0.0,0.1,0,1,0.0,80.4,1244,60602-2021-5,POINT (-87.628309 41.883136)
60602,8,02/20/2022,02/26/2022,0,331,0,26607.7,146,9553,11736,767926,0.0,0.0,0,3,0.0,241.2,1244,60602-2022-8,POINT (-87.628309 41.883136)
60609,15,04/05/2020,04/11/2020,78,191,127,310.6,199,540,324,878.1,0.3,0.3,2,5,3.3,8.1,61495,60609-2020-15,POINT (-87.653382 41.812017)
60604,18,04/26/2020,05/02/2020,4,10,512,1278.8,16,45,2046,5754.5,0.2,0.2,0,0,0.0,0.0,782,60604-2020-18,POINT (-87.629029 41.878153)
60604,22,05/24/2020,05/30/2020,2,20,256,2557.5,20,112,2558,14322.3,0.0,0.2,0,0,0.0,0.0,782,60604-2020-22,POINT (-87.629029 41.878153)
60604,23,05/31/2020,06/06/2020,1,21,128,2685.4,13,125,1662,15984.7,0.1,0.2,0,0,0.0,0.0,782,60604-2020-23,POINT (-87.629029 41.878153)
60604,24,06/07/2020,06/13/2020,1,22,128,2813.3,9,134,1151,17135.5,0.1,0.2,0,0,0.0,0.0,782,60604-2020-24,POINT (-87.629029 41.878153)
60603,37,09/06/2020,09/12/2020,2,14,170,1192.5,20,375,1704,31942.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-37,POINT (-87.625473 41.880112)
60604,27,06/28/2020,07/04/2020,0,23,0,2941.2,19,192,2430,24552.4,0.1,0.1,0,0,0.0,0.0,782,60604-2020-27,POINT (-87.629029 41.878153)
60604,28,07/05/2020,07/11/2020,0,23,0,2941.2,29,221,3708,28260.9,0.0,0.1,0,0,0.0,0.0,782,60604-2020-28,POINT (-87.629029 41.878153)
60604,29,07/12/2020,07/18/2020,0,23,0,2941.2,16,237,2046,30306.9,0.0,0.1,0,0,0.0,0.0,782,60604-2020-29,POINT (-87.629029 41.878153)
60604,33,08/09/2020,08/15/2020,0,23,0,2941.2,35,339,4476,43350.4,0.0,0.1,0,0,0.0,0.0,782,60604-2020-33,POINT (-87.629029 41.878153)
60604,34,08/16/2020,08/22/2020,4,27,512,3452.7,32,371,4092,47442.5,0.1,0.1,0,0,0.0,0.0,782,60604-2020-34,POINT (-87.629029 41.878153)
60604,35,08/23/2020,08/29/2020,1,28,128,3580.6,29,400,3708,51150.9,0.2,0.1,0,0,0.0,0.0,782,60604-2020-35,POINT (-87.629029 41.878153)
60603,38,09/13/2020,09/19/2020,0,14,0,1192.5,27,402,2300,34241.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-38,POINT (-87.625473 41.880112)
60604,36,08/30/2020,09/05/2020,1,29,128,3708.4,25,425,3197,54347.8,0.1,0.1,0,0,0.0,0.0,782,60604-2020-36,POINT (-87.629029 41.878153)
60604,37,09/06/2020,09/12/2020,0,29,0,3708.4,22,447,2813,57161.1,0.0,0.1,0,0,0.0,0.0,782,60604-2020-37,POINT (-87.629029 41.878153)
60603,39,09/20/2020,09/26/2020,0,14,0,1192.5,38,440,3237,37478.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-39,POINT (-87.625473 41.880112)
60604,38,09/13/2020,09/19/2020,0,29,0,3708.4,27,474,3453,60613.8,0.0,0.1,0,0,0.0,0.0,782,60604-2020-38,POINT (-87.629029 41.878153)
60604,39,09/20/2020,09/26/2020,0,29,0,3708.4,22,496,2813,63427.1,0.0,0.1,0,0,0.0,0.0,782,60604-2020-39,POINT (-87.629029 41.878153)
60604,40,09/27/2020,10/03/2020,0,29,0,3708.4,20,516,2558,65984.7,0.0,0.1,0,0,0.0,0.0,782,60604-2020-40,POINT (-87.629029 41.878153)
60603,40,09/27/2020,10/03/2020,0,14,0,1192.5,35,475,2981,40460,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-40,POINT (-87.625473 41.880112)
60604,41,10/04/2020,10/10/2020,3,32,384,4092.1,24,540,3069,69053.7,0.0,0.1,0,0,0.0,0.0,782,60604-2020-41,POINT (-87.629029 41.878153)
60604,43,10/18/2020,10/24/2020,2,35,256,4475.7,28,620,3581,79283.9,0.0,0.1,0,0,0.0,0.0,782,60604-2020-43,POINT (-87.629029 41.878153)
60604,44,10/25/2020,10/31/2020,6,41,767,5243,39,659,4987,84271.1,0.1,0.1,0,0,0.0,0.0,782,60604-2020-44,POINT (-87.629029 41.878153)
60604,45,11/01/2020,11/07/2020,10,51,1279,6521.7,60,719,7673,91943.7,0.2,0.1,0,0,0.0,0.0,782,60604-2020-45,POINT (-87.629029 41.878153)
60604,46,11/08/2020,11/14/2020,7,58,895,7416.9,58,777,7417,99360.6,0.2,0.1,0,0,0.0,0.0,782,60604-2020-46,POINT (-87.629029 41.878153)
60604,47,11/15/2020,11/21/2020,8,66,1023,8439.9,82,859,10486,109846.5,0.1,0.1,0,0,0.0,0.0,782,60604-2020-47,POINT (-87.629029 41.878153)
60604,48,11/22/2020,11/28/2020,6,72,767,9207.2,41,900,5243,115089.5,0.1,0.1,0,0,0.0,0.0,782,60604-2020-48,POINT (-87.629029 41.878153)
60604,49,11/29/2020,12/05/2020,1,73,128,9335,41,941,5243,120332.5,0.1,0.1,0,0,0.0,0.0,782,60604-2020-49,POINT (-87.629029 41.878153)
60604,50,12/06/2020,12/12/2020,2,75,256,9590.8,57,998,7289,127621.5,0.0,0.1,0,0,0.0,0.0,782,60604-2020-50,POINT (-87.629029 41.878153)
60604,51,12/13/2020,12/19/2020,0,75,0,9590.8,75,1073,9591,137212.3,0.0,0.1,0,0,0.0,0.0,782,60604-2020-51,POINT (-87.629029 41.878153)
60603,3,01/17/2021,01/23/2021,0,58,0,4940.4,78,1364,6644,116184,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-3,POINT (-87.625473 41.880112)
60604,52,12/20/2020,12/26/2020,2,77,256,9846.5,49,1122,6266,143478.3,0.1,0.1,0,0,0.0,0.0,782,60604-2020-52,POINT (-87.629029 41.878153)
60604,53,12/27/2020,01/02/2021,1,78,128,9974.4,54,1176,6905,150383.6,0.0,0.1,0,0,0.0,0.0,782,60604-2020-53,POINT (-87.629029 41.878153)
60604,1,01/03/2021,01/09/2021,3,81,384,10358.1,68,1244,8696,159079.3,0.0,0.1,0,0,0.0,0.0,782,60604-2021-1,POINT (-87.629029 41.878153)
60604,15,04/11/2021,04/17/2021,0,102,0,13043.5,234,2840,29923,363171.4,0.0,0.0,0,0,0.0,0.0,782,60604-2021-15,POINT (-87.629029 41.878153)
60604,16,04/18/2021,04/24/2021,1,103,128,13171.4,231,3071,29540,392711,0.0,0.0,0,0,0.0,0.0,782,60604-2021-16,POINT (-87.629029 41.878153)
60604,17,04/25/2021,05/01/2021,5,108,639,13810.7,223,3294,28517,421227.6,0.0,0.0,0,0,0.0,0.0,782,60604-2021-17,POINT (-87.629029 41.878153)
60604,18,05/02/2021,05/08/2021,1,109,128,13938.6,239,3533,30563,451790.3,0.0,0.0,0,0,0.0,0.0,782,60604-2021-18,POINT (-87.629029 41.878153)
60604,19,05/09/2021,05/15/2021,0,109,0,13938.6,235,3768,30051,481841.4,0.0,0.0,0,0,0.0,0.0,782,60604-2021-19,POINT (-87.629029 41.878153)
60604,2,01/10/2021,01/16/2021,3,84,384,10741.7,65,1309,8312,167391.3,0.1,0.1,0,0,0.0,0.0,782,60604-2021-2,POINT (-87.629029 41.878153)
60604,20,05/16/2021,05/22/2021,0,109,0,13938.6,238,4006,30435,512276.2,0.0,0.0,0,0,0.0,0.0,782,60604-2021-20,POINT (-87.629029 41.878153)
60604,21,05/23/2021,05/29/2021,0,109,0,13938.6,225,4231,28772,541048.6,0.0,0.0,0,0,0.0,0.0,782,60604-2021-21,POINT (-87.629029 41.878153)
60604,22,05/30/2021,06/05/2021,0,109,0,13938.6,200,4431,25575,566624,0.0,0.0,0,0,0.0,0.0,782,60604-2021-22,POINT (-87.629029 41.878153)
60604,23,06/06/2021,06/12/2021,0,109,0,13938.6,187,4618,23913,590537.1,0.0,0.0,0,0,0.0,0.0,782,60604-2021-23,POINT (-87.629029 41.878153)
60604,24,06/13/2021,06/19/2021,0,109,0,13938.6,175,4793,22378,612915.6,0.0,0.0,0,0,0.0,0.0,782,60604-2021-24,POINT (-87.629029 41.878153)
60604,25,06/20/2021,06/26/2021,0,109,0,13938.6,167,4960,21356,634271.1,0.0,0.0,0,0,0.0,0.0,782,60604-2021-25,POINT (-87.629029 41.878153)
60604,26,06/27/2021,07/03/2021,2,111,256,14194.4,152,5112,19437,653708.4,0.0,0.0,0,0,0.0,0.0,782,60604-2021-26,POINT (-87.629029 41.878153)
60604,29,07/18/2021,07/24/2021,0,111,0,14194.4,208,5626,26598,719437.3,0.0,0.0,0,0,0.0,0.0,782,60604-2021-29,POINT (-87.629029 41.878153)
60604,3,01/17/2021,01/23/2021,0,84,0,10741.7,42,1351,5371,172762.1,0.0,0.1,0,0,0.0,0.0,782,60604-2021-3,POINT (-87.629029 41.878153)
60604,30,07/25/2021,07/31/2021,0,111,0,14194.4,216,5842,27622,747058.8,0.0,0.0,0,0,0.0,0.0,782,60604-2021-30,POINT (-87.629029 41.878153)
60604,31,08/01/2021,08/07/2021,0,111,0,14194.4,235,6077,30051,777110,0.0,0.0,0,0,0.0,0.0,782,60604-2021-31,POINT (-87.629029 41.878153)
60604,32,08/08/2021,08/14/2021,4,115,512,14705.9,357,6434,45652,822762.1,0.0,0.0,0,0,0.0,0.0,782,60604-2021-32,POINT (-87.629029 41.878153)
60604,33,08/15/2021,08/21/2021,3,118,384,15089.5,257,6691,32864,855626.6,0.0,0.0,0,0,0.0,0.0,782,60604-2021-33,POINT (-87.629029 41.878153)
60604,4,01/24/2021,01/30/2021,2,86,256,10997.4,74,1425,9463,182225.1,0.1,0.1,0,0,0.0,0.0,782,60604-2021-4,POINT (-87.629029 41.878153)
60604,5,01/31/2021,02/06/2021,0,86,0,10997.4,70,1495,8951,191176.5,0.0,0.1,0,0,0.0,0.0,782,60604-2021-5,POINT (-87.629029 41.878153)
60604,52,12/26/2021,01/01/2022,46,236,5882,30179,207,10452,26471,1336573,0.2,0.0,0,0,0.0,0.0,782,60604-2021-52,POINT (-87.629029 41.878153)
60604,6,02/07/2021,02/13/2021,1,87,128,11125.3,65,1560,8312,199488.5,0.0,0.1,0,0,0.0,0.0,782,60604-2021-6,POINT (-87.629029 41.878153)
60604,7,02/14/2021,02/20/2021,1,88,128,11253.2,64,1624,8184,207672.6,0.0,0.1,0,0,0.0,0.0,782,60604-2021-7,POINT (-87.629029 41.878153)
60604,10,03/06/2022,03/12/2022,1,335,128,42838.9,121,12470,15473,1594629,0.0,0.0,0,0,0.0,0.0,782,60604-2022-10,POINT (-87.629029 41.878153)
60606,44,10/31/2021,11/06/2021,7,422,226,13608.5,426,18686,13738,602579.8,0.0,0.0,0,3,0.0,96.7,3101,60606-2021-44,POINT (-87.63676 41.882634)
60603,41,10/04/2020,10/10/2020,0,14,0,1192.5,22,497,1874,42333.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-41,POINT (-87.625473 41.880112)
60603,42,10/11/2020,10/17/2020,2,16,170,1362.9,37,534,3152,45485.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-42,POINT (-87.625473 41.880112)
60606,47,11/21/2021,11/27/2021,0,437,0,14092.2,212,19813,6836,638922.9,0.0,0.0,0,4,0.0,129.0,3101,60606-2021-47,POINT (-87.63676 41.882634)
60606,8,02/21/2021,02/27/2021,8,264,258,8513.4,169,6653,5450,214543.7,0.1,0.1,1,3,32.2,96.7,3101,60606-2021-8,POINT (-87.63676 41.882634)
60611,28,07/05/2020,07/11/2020,27,223,83,687.7,815,5704,2513,17590.8,0.0,0.1,0,3,0.0,9.3,32426,60611-2020-28,POINT (-87.620291 41.894734)
60607,2,01/10/2021,01/16/2021,76,2112,257,7137.3,1747,38815,5904,131171.6,0.0,0.0,1,6,3.4,20.3,29591,60607-2021-2,POINT (-87.652727 41.876104)
60606,46,11/14/2021,11/20/2021,12,437,387,14092.2,457,19601,14737,632086.4,0.0,0.0,0,4,0.0,129.0,3101,60606-2021-46,POINT (-87.63676 41.882634)
60606,48,11/28/2021,12/04/2021,12,449,387,14479.2,491,20304,15834,654756.5,0.0,0.0,0,4,0.0,129.0,3101,60606-2021-48,POINT (-87.63676 41.882634)
60603,52,12/20/2020,12/26/2020,5,46,426,3918.2,48,1070,4089,91141.4,0.1,0.0,0,0,0.0,0.0,1174,60603-2020-52,POINT (-87.625473 41.880112)
60603,53,12/27/2020,01/02/2021,3,49,256,4173.8,45,1115,3833,94974.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-53,POINT (-87.625473 41.880112)
60603,1,01/03/2021,01/09/2021,4,53,341,4514.5,80,1195,6814,101788.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-1,POINT (-87.625473 41.880112)
60603,10,03/07/2021,03/13/2021,2,68,170,5792.2,74,1937,6303,164991.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-10,POINT (-87.625473 41.880112)
60666,50,12/12/2021,12/18/2021,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-50,POINT (-87.896371 41.979511)
60666,48,11/28/2021,12/04/2021,1,6,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-48,POINT (-87.896371 41.979511)
60606,50,12/12/2021,12/18/2021,45,506,1451,16317.3,523,21267,16866,685811,0.1,0.0,0,4,0.0,129.0,3101,60606-2021-50,POINT (-87.63676 41.882634)
60603,11,03/14/2021,03/20/2021,0,68,0,5792.2,101,2038,8603,173594.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-11,POINT (-87.625473 41.880112)
60603,2,01/10/2021,01/16/2021,5,58,426,4940.4,91,1286,7751,109540,0.1,0.0,0,0,0.0,0.0,1174,60603-2021-2,POINT (-87.625473 41.880112)
60603,24,06/13/2021,06/19/2021,0,81,0,6899.5,41,2976,3492,253492.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-24,POINT (-87.625473 41.880112)
60603,25,06/20/2021,06/26/2021,0,81,0,6899.5,38,3014,3237,256729.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-25,POINT (-87.625473 41.880112)
60603,29,07/18/2021,07/24/2021,0,81,0,6899.5,101,3245,8603,276405.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-29,POINT (-87.625473 41.880112)
60603,33,08/15/2021,08/21/2021,3,87,256,7410.6,110,3766,9370,320783.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-33,POINT (-87.625473 41.880112)
60603,34,08/22/2021,08/28/2021,1,88,85,7495.7,142,3908,12095,332879,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-34,POINT (-87.625473 41.880112)
60603,35,08/29/2021,09/04/2021,1,89,85,7580.9,166,4074,14140,347018.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-35,POINT (-87.625473 41.880112)
60603,36,09/05/2021,09/11/2021,0,89,0,7580.9,164,4238,13969,360988.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-36,POINT (-87.625473 41.880112)
60606,51,12/19/2021,12/25/2021,81,587,2612,18929.4,598,21865,19284,705095.1,0.2,0.0,0,4,0.0,129.0,3101,60606-2021-51,POINT (-87.63676 41.882634)
60611,17,04/19/2020,04/25/2020,8,80,25,246.7,152,665,469,2050.8,0.1,0.1,1,1,3.1,3.1,32426,60611-2020-17,POINT (-87.620291 41.894734)
60611,30,07/19/2020,07/25/2020,23,263,71,811.1,768,7195,2368,22189,0.0,0.0,0,3,0.0,9.3,32426,60611-2020-30,POINT (-87.620291 41.894734)
60611,31,07/26/2020,08/01/2020,22,285,68,878.9,734,7929,2264,24452.6,0.0,0.0,0,3,0.0,9.3,32426,60611-2020-31,POINT (-87.620291 41.894734)
60603,8,02/21/2021,02/27/2021,0,65,0,5536.6,74,1771,6303,150851.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-8,POINT (-87.625473 41.880112)
60603,9,02/28/2021,03/06/2021,1,66,85,5621.8,92,1863,7836,158688.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-9,POINT (-87.625473 41.880112)
60606,52,12/26/2021,01/01/2022,77,664,2483,21412.4,406,22271,13093,718187.7,0.3,0.0,1,5,32.2,161.2,3101,60606-2021-52,POINT (-87.63676 41.882634)
60601,27,06/28/2020,07/04/2020,4,91,27,620.1,162,1238,1104,8436.1,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-27,POINT (-87.622844 41.886262)
60602,10,03/06/2022,03/12/2022,0,331,0,26607.7,136,9829,10932,790112.5,0.0,0.0,0,3,0.0,241.2,1244,60602-2022-10,POINT (-87.628309 41.883136)
60614,41,10/04/2020,10/10/2020,122,1397,171,1959.1,3012,36126,4224,50661.9,0.0,0.0,0,72,0.0,101.0,71308,60614-2020-41,POINT (-87.652064 41.922605)
60614,42,10/11/2020,10/17/2020,121,1518,170,2128.8,3016,39142,4230,54891.5,0.0,0.0,0,72,0.0,101.0,71308,60614-2020-42,POINT (-87.652064 41.922605)
60666,47,11/21/2021,11/27/2021,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-47,POINT (-87.896371 41.979511)
60614,2,01/10/2021,01/16/2021,140,4340,196,6086.3,3742,90973,5248,127577.6,0.0,0.0,2,85,2.8,119.2,71308,60614-2021-2,POINT (-87.652064 41.922605)
60606,10,03/06/2022,03/12/2022,2,837,64,26991.3,331,25823,10674,832731.4,0.0,0.0,0,8,0.0,258.0,3101,60606-2022-10,POINT (-87.63676 41.882634)
60606,12,03/20/2022,03/26/2022,3,844,97,27217,292,26466,9416,853466.6,0.0,0.0,0,8,0.0,258.0,3101,60606-2022-12,POINT (-87.63676 41.882634)
60606,2,01/09/2022,01/15/2022,48,778,1548,25088.7,453,23157,14608,746759.1,0.1,0.0,1,6,32.2,193.5,3101,60606-2022-2,POINT (-87.63676 41.882634)
60606,6,02/06/2022,02/12/2022,1,824,32,26572.1,329,24605,10610,793453.7,0.0,0.0,0,7,0.0,225.7,3101,60606-2022-6,POINT (-87.63676 41.882634)
60607,14,04/04/2021,04/10/2021,75,2542,254,8590.4,1817,58494,6140,197675,0.0,0.0,0,8,0.0,27.0,29591,60607-2021-14,POINT (-87.652727 41.876104)
60607,15,04/11/2021,04/17/2021,47,2589,159,8749.3,1735,60229,5863,203538.2,0.0,0.0,0,8,0.0,27.0,29591,60607-2021-15,POINT (-87.652727 41.876104)
60607,33,08/15/2021,08/21/2021,42,2899,142,9796.9,1629,80390,5505,271670.4,0.0,0.0,0,9,0.0,30.4,29591,60607-2021-33,POINT (-87.652727 41.876104)
60608,44,10/31/2021,11/06/2021,39,9155,49,11558.6,3820,167995,4823,212101.5,0.0,0.1,0,159,0.0,200.7,79205,60608-2021-44,POINT (-87.670366 41.849879)
60608,45,11/07/2021,11/13/2021,58,9213,73,11631.8,3556,171551,4490,216591.1,0.0,0.1,0,159,0.0,200.7,79205,60608-2021-45,POINT (-87.670366 41.849879)
60608,49,12/05/2021,12/11/2021,115,9690,145,12234.1,4117,188070,5198,237447.1,0.0,0.1,5,167,6.3,210.8,79205,60608-2021-49,POINT (-87.670366 41.849879)
60608,5,01/31/2021,02/06/2021,75,7225,95,9121.9,2230,79446,2816,100304.3,0.0,0.1,1,129,1.3,162.9,79205,60608-2021-5,POINT (-87.670366 41.849879)
60608,50,12/12/2021,12/18/2021,465,10155,587,12821.2,5990,194060,7563,245009.8,0.1,0.1,2,169,2.5,213.4,79205,60608-2021-50,POINT (-87.670366 41.849879)
60601,41,10/10/2021,10/16/2021,18,1504,123,10248.7,1085,55885,7394,380817.7,0.0,0.0,0,12,0.0,81.8,14675,60601-2021-41,POINT (-87.622844 41.886262)
60601,47,11/21/2021,11/27/2021,26,1633,177,11127.8,1103,63216,7516,430773.4,0.0,0.0,0,12,0.0,81.8,14675,60601-2021-47,POINT (-87.622844 41.886262)
60601,10,03/06/2022,03/12/2022,7,4125,48,28109,786,87996,5356,599632,0.0,0.1,0,13,0.0,88.6,14675,60601-2022-10,POINT (-87.622844 41.886262)
60601,8,02/20/2022,02/26/2022,16,4108,109,27993.2,977,86178,6658,587243.6,0.0,0.1,0,13,0.0,88.6,14675,60601-2022-8,POINT (-87.622844 41.886262)
60602,46,11/14/2021,11/20/2021,6,141,482,11334.4,325,6411,26125,515353.7,0.0,0.0,0,3,0.0,241.2,1244,60602-2021-46,POINT (-87.628309 41.883136)
60603,10,03/06/2022,03/12/2022,0,260,0,22146.5,122,9679,10392,824446.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2022-10,POINT (-87.625473 41.880112)
60604,19,05/03/2020,05/09/2020,2,12,256,1534.5,15,60,1918,7672.6,0.2,0.2,0,0,0.0,0.0,782,60604-2020-19,POINT (-87.629029 41.878153)
60604,20,05/10/2020,05/16/2020,3,15,384,1918.2,16,76,2046,9718.7,0.3,0.2,0,0,0.0,0.0,782,60604-2020-20,POINT (-87.629029 41.878153)
60604,21,05/17/2020,05/23/2020,3,18,384,2301.8,16,92,2046,11764.7,0.2,0.2,0,0,0.0,0.0,782,60604-2020-21,POINT (-87.629029 41.878153)
60604,34,08/22/2021,08/28/2021,1,119,128,15217.4,305,6996,39003,894629.2,0.0,0.0,0,0,0.0,0.0,782,60604-2021-34,POINT (-87.629029 41.878153)
60604,42,10/17/2021,10/23/2021,2,128,256,16368.3,191,8674,24425,1109207,0.0,0.0,0,0,0.0,0.0,782,60604-2021-42,POINT (-87.629029 41.878153)
60604,43,10/24/2021,10/30/2021,1,129,128,16496.2,188,8862,24041,1133248,0.0,0.0,0,0,0.0,0.0,782,60604-2021-43,POINT (-87.629029 41.878153)
60604,44,10/31/2021,11/06/2021,2,131,256,16751.9,180,9042,23018,1156266,0.0,0.0,0,0,0.0,0.0,782,60604-2021-44,POINT (-87.629029 41.878153)
60604,50,12/12/2021,12/18/2021,21,161,2685,20588.2,230,9977,29412,1275831,0.1,0.0,0,0,0.0,0.0,782,60604-2021-50,POINT (-87.629029 41.878153)
60608,52,12/26/2021,01/01/2022,1354,12386,1710,15637.9,6443,206957,8135,261292.8,0.2,0.1,4,181,5.1,228.5,79205,60608-2021-52,POINT (-87.670366 41.849879)
60615,31,07/26/2020,08/01/2020,20,523,48,1258.3,816,8974,1963,21591.3,0.0,0.1,0,16,0.0,38.5,41563,60615-2020-31,POINT (-87.602725 41.801993)
60615,32,08/02/2020,08/08/2020,13,536,31,1289.6,744,9718,1790,23381.4,0.0,0.1,0,16,0.0,38.5,41563,60615-2020-32,POINT (-87.602725 41.801993)
60615,33,08/09/2020,08/15/2020,17,553,41,1330.5,751,10469,1807,25188.3,0.0,0.1,0,16,0.0,38.5,41563,60615-2020-33,POINT (-87.602725 41.801993)
60615,34,08/16/2020,08/22/2020,12,565,29,1359.4,844,11313,2031,27218.9,0.0,0.1,0,16,0.0,38.5,41563,60615-2020-34,POINT (-87.602725 41.801993)
60615,1,01/03/2021,01/09/2021,66,1736,159,4176.8,1841,45982,4429,110632.1,0.0,0.0,5,30,12.0,72.2,41563,60615-2021-1,POINT (-87.602725 41.801993)
60602,47,11/21/2021,11/27/2021,3,144,241,11575.6,168,6579,13505,528858.5,0.0,0.0,0,3,0.0,241.2,1244,60602-2021-47,POINT (-87.628309 41.883136)
60602,50,12/12/2021,12/18/2021,26,181,2090,14549.8,356,7688,28617,618006.4,0.1,0.0,0,3,0.0,241.2,1244,60602-2021-50,POINT (-87.628309 41.883136)
60603,12,03/21/2021,03/27/2021,4,72,341,6132.9,73,2111,6218,179812.6,0.1,0.0,0,0,0.0,0.0,1174,60603-2021-12,POINT (-87.625473 41.880112)
60602,51,12/19/2021,12/25/2021,28,209,2251,16800.6,214,7902,17203,635209,0.2,0.0,0,3,0.0,241.2,1244,60602-2021-51,POINT (-87.628309 41.883136)
60603,13,03/28/2021,04/03/2021,0,72,0,6132.9,80,2191,6814,186626.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-13,POINT (-87.625473 41.880112)
60611,18,04/26/2020,05/02/2020,12,92,37,283.7,297,962,916,2966.8,0.1,0.1,0,1,0.0,3.1,32426,60611-2020-18,POINT (-87.620291 41.894734)
60611,26,06/21/2020,06/27/2020,11,174,34,536.6,526,4352,1622,13421.3,0.0,0.1,0,3,0.0,9.3,32426,60611-2020-26,POINT (-87.620291 41.894734)
60615,2,01/10/2021,01/16/2021,67,1803,161,4338,2219,48201,5339,115970.9,0.0,0.0,0,30,0.0,72.2,41563,60615-2021-2,POINT (-87.602725 41.801993)
60602,52,12/26/2021,01/01/2022,38,247,3055,19855.3,141,8043,11334,646543.4,0.3,0.0,0,3,0.0,241.2,1244,60602-2021-52,POINT (-87.628309 41.883136)
60604,25,06/14/2020,06/20/2020,0,22,0,2813.3,16,150,2046,19181.6,0.0,0.2,0,0,0.0,0.0,782,60604-2020-25,POINT (-87.629029 41.878153)
60604,26,06/21/2020,06/27/2020,1,23,128,2941.2,23,173,2941,22122.8,0.0,0.2,0,0,0.0,0.0,782,60604-2020-26,POINT (-87.629029 41.878153)
60603,14,04/04/2021,04/10/2021,2,74,170,6303.2,81,2272,6900,193526.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-14,POINT (-87.625473 41.880112)
60603,15,04/11/2021,04/17/2021,2,76,170,6473.6,105,2377,8944,202470.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-15,POINT (-87.625473 41.880112)
60603,16,04/18/2021,04/24/2021,1,77,85,6558.8,89,2466,7581,210051.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-16,POINT (-87.625473 41.880112)
60603,17,04/25/2021,05/01/2021,0,77,0,6558.8,90,2556,7666,217717.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-17,POINT (-87.625473 41.880112)
60603,23,06/06/2021,06/12/2021,0,81,0,6899.5,44,2935,3748,250000,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-23,POINT (-87.625473 41.880112)
60601,18,05/02/2021,05/08/2021,4,1088,27,7414,780,27908,5315,190173.8,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-18,POINT (-87.622844 41.886262)
60601,22,05/30/2021,06/05/2021,2,1109,14,7557.1,382,29875,2603,203577.5,0.0,0.0,0,12,0.0,81.8,14675,60601-2021-22,POINT (-87.622844 41.886262)
60608,13,03/22/2020,03/28/2020,76,91,96,114.9,208,308,263,388.9,0.4,0.3,0,0,0.0,0.0,79205,60608-2020-13,POINT (-87.670366 41.849879)
60615,5,01/31/2021,02/06/2021,47,1931,113,4646,2068,54807,4976,131864.9,0.0,0.0,1,32,2.4,77.0,41563,60615-2021-5,POINT (-87.602725 41.801993)
60604,42,10/11/2020,10/17/2020,1,33,128,4219.9,52,592,6650,75703.3,0.0,0.1,0,0,0.0,0.0,782,60604-2020-42,POINT (-87.629029 41.878153)
60615,6,02/07/2021,02/13/2021,19,1950,46,4691.7,2121,56928,5103,136968,0.0,0.0,1,33,2.4,79.4,41563,60615-2021-6,POINT (-87.602725 41.801993)
